Address,City,State,Zip,InstitutionName,AUTO_UNIQUE_ID_2013-07-21_nicholasdelrio_institutions,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType,CensusYear,CensusPlaceFips,CensusMsaFips,CensusMetDivFips,CensusMcdFips,CensusCbsaMicro,CensusCbsaFips,CensusBlock,CensusBlockGroup,CensusTract,CensusCountyFips,CensusStateFips,naaccrCertCode,naaccrCertType,MNumber,MNumberFractional,MPreDirectional,MName,MSuffix,MPostDirectional,MSuiteType,MSuiteNumber,MPostOfficeBoxType,MPostOfficeBoxNumber,MCity,MState,MZip,MZipPlus1,MZipPlus2,MZipPlus3,MZipPlus4,MZipPlus5,MPreQualifier,MPostQualifier,MConsolidatedCity,MMinorCivilDivision,MCountySubRegion,MCounty,MPreType,MPreArticle,MPostArticle,PPostArticle,PPreArticle,PPreType,PNumber,PNumberFractional,PPreDirectional,PName,PSuffix,PPostDirectional,PSuiteType,PSuiteNumber,PPostOfficeBoxType,PPostOfficeBoxNumber,PCity,PState,PZip,PZipPlus1,PZipPlus2,PZipPlus3,PZipPlus4,PZipPlus5,PPreQualifier,PPostQualifier,PConsolidatedCity,PMinorCivilDivision,PCountySubRegion,PCounty,FNumber,FNumberFractional,FPreDirectional,FName,FSuffix,FPostDirectional,FSuiteType,FSuiteNumber,FCity,FState,FZip,FZipPlus1,FZipPlus2,FZipPlus3,FZipPlus4,FZipPlus5,FPreQualifier,FPostQualifier,FConsolidatedCity,FMinorCivilDivision,FCountySubRegion,FCounty,FArea,FAreaType,FGeometry,FSource,FVintage,FPrimaryIdValue,FPostOfficeBoxNumber,FPrimaryIdField,FGeometrySRID,FPostOfficeBoxType,FPreType,FPreArticle,FPostArticle
100 Crescent Centre Parkway, Tucker, GA,300847064, 422 Group,673,USCGeocoder,281.2554,1,4.01,,d1b0097f-fe61-44a1-88ac-05633e0e1bb7,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,7397.714777,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,33.83869826,-84.24584622,Relaxed,TwoThousandTen,77652,520,,93096,0,12060,1001,1,217.04,89,13,1,ResidenceStreetAddress,100,,,CRESCENT CENTER,PKWY,,,,,,Tucker,GA,30084,,,,7064,,,,,,100 Crescent Centre Parkway,,,,,,,,100,,,CRESCENT CENTER,PKWY,,,,,,Tucker,GA,30084,,,,7064,,,,,,,,598-100,,,Crescent Center,Pkwy,,,,Tucker,GA,30084,,,,,,,,,,Tucker,DeKalb,7397.71,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,23402595,,tlid,0,,,,
411 WOLF LEDGES PKWY, AKRON, OH,443111051, B & C ENGINEERING ASSOCIATES,674,USCGeocoder,640.6373,1,4.01,,54ccae4c-2c38-4074-acb1-db7e5cd9ab73,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2070.581359,ArealInterpolationGeometricCentroid,Parcel,99.40828402,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,41.07191674,-81.51951733,Relaxed,TwoThousandTen,1000,1692,,1000,0,10420,1029,1,5068,153,39,1,ResidenceStreetAddress,411,,,WOLF LEDGES,PKWY,,,,,,AKRON,OH,44311,,,,1051,,,,,,411 WOLF LEDGES PKWY,,,,,,,,411,,,WOLF LEDGES,PKWY,,,,,,AKRON,OH,44311,,,,1051,,,,,,,,411,,,WOLF LEDGES,PKWY,,,,Akron,OH,44311,,,,1028,,,,,,,,2070.58,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,4377442,,UniqueId,0,,,,
15 SOUTH PLUM STREET, VERMILLION, SD,570693345, SOUTH DAKOTA HEALTH TECHNOLOGIES INNOVATIONS INC,675,USCGeocoder,140.6277,1,4.01,,54f286b5-a52d-4b3d-9fc8-1faf523a0004,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,6332.538685,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.77685628,-96.92001939,Relaxed,TwoThousandTen,66700,,,66700,1,46820,4020,4,9659,27,46,1,ResidenceStreetAddress,15,,S,PLUM,ST,,,,,,VERMILLION,SD,57069,,,,3345,,,,,,15 SOUTH PLUM STREET,,,,,,,,15,,S,PLUM,ST,,,,,,VERMILLION,SD,57069,,,,3345,,,,,,,,221-1,,S,Plum,St,,,,Vermillion,SD,57069,,,,,,,,,,Vermillion,Clay,6332.54,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,172949802,,tlid,0,,,,
NULL ADDRESS, Berkeley, CA,947031869, Schnable James C,676,USCGeocoder,531.2602,1,4.01,,8d2dcaca-b60e-4e67-ad07-89188a0486b9,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2299.925263,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,37.86281464,-122.2776461,Exact,TwoThousandTen,6000,7362,36084,90200,0,41860,3010,3,4230,1,6,2,ResidenceZIPPlus4,,,,,,,,,,,,,94703,,,,1869,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Berkeley,CA,94703,,,,1869,,,,,,,,,,,,,,,,,CA,94703,,,,1869,,,,,,,,2299.93,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,124993974,,tlid,0,,,,
3240 Fort Road, Toppenish, WA,989489803, Heritage University,677,USCGeocoder,203.1289,1,4.01,,a3512fce-b2fc-4bbb-abdb-74e0de2a5fa0,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5007.653592,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,46.37522911,-120.3985158,Relaxed,TwoThousandTen,,860,,93472,0,49420,3009,3,9400.02,77,53,1,ResidenceStreetAddress,3240,,,FORT,RD,,,,,,Toppenish,WA,98948,,,,9803,,,,,,3240 Fort Road,,,,,,,,3240,,,FORT,RD,,,,,,Toppenish,WA,98948,,,,9803,,,,,,,,3000-3410,,,Fort,Rd,,,,Toppenish-Wapato,WA,98948,,,,,,,,,,Toppenish-Wapato,Yakima,5007.65,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,184904431,,tlid,0,,,,
NULL ADDRESS, Bozeman, MT,597173120, Covino Tim P,678,USCGeocoder,343.7566,1,4.01,,3e069512-11a0-41a8-9879-d7c22006759e,98,Unknown,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,380830.675,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,FlipACoin,,StateCentroid,,,1,46.91471155,-109.7498422,Exact,TwoThousandTen,,880,,92037,,,3250,3,301,27,30,9,Missing,,,,NULL ADDRESS,,,,,,,Bozeman,MT,59717,,,,3120,,,,,,NULL ADDRESS,,,,,,,,,,,NULL ADDRESS,,,,,,,Bozeman,MT,59717,,,,3120,,,,,,,,,,,,,,,,,Montana,,,,,,,,,,,,,380830.67,Kilometers,,SOURCE_CENSUS_2010_STATES,2010,30,,stateFp10,0,,,,
PENNSYLVANIA & H ST SE, Albuquerque, NM,871150000, Department of Energy Albuquerque Operations Office,679,USCGeocoder,15.6253,1,4.01,,13bd495c-7a8e-458b-83f2-d7c205fa8b38,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,490.921,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,FlipACoin,,CityCentroid,,,1,35.1055517,-106.6473884,Exact,TwoThousandTen,,200,,90060,0,10740,1030,1,27,1,35,9,Missing,,,,PENNSYLVANIA & H,ST,SE,,,,,Albuquerque,NM,87115,,,,0,,,,,,PENNSYLVANIA & H ST SE,,,,,,,,,,,PENNSYLVANIA & H,ST,SE,,,,,Albuquerque,NM,87115,,,,0,,,,,,,,,,,,,,,,Albuquerque,NM,,,,,,,,,,,,,490920951,Meters,,SOURCE_CENSUS_2010_PLACES,2010,2000,,placeFp10,0,,,,
Chestnut Hill, philadelphia, PA,191180000, Chestnut Hill College,680,USCGeocoder,171.8783,1,4.01,,a20db7ae-0b3b-44f3-b6d1-9d32cfa1ab59,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,8370596.463,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,40.07270597,-75.21244065,Exact,TwoThousandTen,60000,6162,37964,60000,0,37980,2011,2,385,101,42,4,ResidenceZIP,,,,CHESTNUT,HL,,,,,,philadelphia,PA,19118,,,,0,,,,,,Chestnut Hill,,,,,,,,,,,CHESTNUT,HL,,,,,,philadelphia,PA,19118,,,,0,,,,,,,,,,,,,,,,,PA,19118,,,,,,,,,,,,8370596.46,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,19118,,zcta5ce10,0,,,,
NULL ADDRESS, Berkeley, CA,947091448, Chuang Teresa,681,USCGeocoder,531.2602,1,4.01,,7c7acd03-f8d4-4eba-8572-fe12b0579f5f,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4103.934444,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,37.88118553,-122.2685905,Exact,TwoThousandTen,6000,7362,36084,90200,0,41860,2002,2,4217,1,6,2,ResidenceZIPPlus4,,,,,,,,,,,,,94709,,,,1448,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Berkeley,CA,94709,,,,1448,,,,,,,,,,,,,,,,,CA,94709,,,,1448,,,,,,,,4103.93,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,124993861,,tlid,0,,,,
7700 Leesburg Pike Suite 420, Falls Church, VA,220432618, Automated Functions Inc.,682,USCGeocoder,203.1289,1,4.01,,c9271064-a00f-40da-95f2-178e8c0fb744,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,27274.99989,ArealInterpolationGeometricCentroid,Parcel,99.40828402,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,38.90835259,-77.21060551,Relaxed,TwoThousandTen,62264,8872,47894,93391,0,47900,1001,1,4711,59,51,1,ResidenceStreetAddress,7700,,,LEESBURG,PIKE,,STE,420,,,Falls Church,VA,22043,,,,2618,,,,,,7700 Leesburg Pike Suite 420,,,,,,,,7700,,,LEESBURG,PIKE,,STE,420,,,Falls Church,VA,22043,,,,2618,,,,,,,,7700,,,LEESBURG,PIKE,,,,Dunn Loring,VA,22043,,,,2615,,,,,,,,27275,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,370543,,UniqueId,0,,,,
Campus Box 40, Milledgeville, GA,310613325, Georgia College,683,USCGeocoder,390.6325,1,4.01,,a2e62a78-8569-4602-976e-2622708989d3,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2043.091946,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,33.08101306,-83.22930047,Exact,TwoThousandTen,,120,,92015,1,33300,5018,5,9704,9,13,2,ResidenceZIPPlus4,,,,,,,,,,,,,31061,,,,3325,,,,,,,,,,,,,,,,,CAMPUS,,,,,,,Milledgeville,GA,31061,,,,3325,,,,,,,,,,,,,,,,,GA,31061,,,,3325,,,,,,,,2043.09,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,16590950,,tlid,0,,,,
12489 Rough and Ready Highway, Grass Valley, CA,959458520, McLean Media,684,USCGeocoder,296.8807,1,4.01,,8d350dbc-6fd3-4970-87a9-133652c4a3fd,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,10767.06459,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,39.23094204,-121.1062457,Relaxed,TwoThousandTen,,680,,91140,1,46020,4003,4,5.02,57,6,1,ResidenceStreetAddress,12489,,,ROUGH AND READY,HWY,,,,,,Grass Valley,CA,95945,,,,8520,,,,,,12489 Rough and Ready Highway,,,,,,,,12489,,,ROUGH AND READY,HWY,,,,,,Grass Valley,CA,95945,,,,8520,,,,,,,,12427-12499,,,Rough and Ready,Hwy,,,,Grass Valley,CA,95945,,,,,,,,,,Grass Valley,Nevada,10767.06,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,106533534,,tlid,0,,,,
1430 K Street NW, Washington, DC,200050000, American Educational Research Association,685,USCGeocoder,437.5084,1,4.01,,f5f7ef47-f203-4050-8937-0da5d2099490,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,132.4005082,ArealInterpolationGeometricCentroid,Parcel,96.50887574,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,38.87863493,-76.98446461,Relaxed,TwoThousandTen,50000,8872,47894,50000,0,47900,2013,2,71,1,11,1,ResidenceStreetAddress,1430,,,K,ST,NW,,,,,Washington,DC,20005,,,,0,,,,,,1430 K Street NW,,,,,,,,1430,,,K,ST,NW,,,,,Washington,DC,20005,,,,0,,,,,,,,1430,,,K,ST,,,,Washington,DC,20003,,,,3234,,,,,,,,132.4,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,93252,,UniqueId,0,,,,
3292 Arcadia PL NW, Washington, DC,200152330, Oceanites Inc.,686,USCGeocoder,562.5108,1,4.01,,3ba787ef-49b9-4eda-af6f-3c4be7f32eab,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,804.7073546,ArealInterpolationGeometricCentroid,Parcel,97.63313609,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,38.97667656,-77.06450107,Relaxed,TwoThousandTen,50000,8872,47894,50000,0,47900,4006,4,15,1,11,1,ResidenceStreetAddress,3292,,,ARCADIA,PL,NW,,,,,Washington,DC,20015,,,,2330,,,,,,3292 Arcadia PL NW,,,,,,,,3292,,,ARCADIA,PL,NW,,,,,Washington,DC,20015,,,,2330,,,,,,,,3292,,,ARCADIA,PL,,,,Washington,DC,20015,,,,2330,,,,,,,,804.71,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,27542,,UniqueId,0,,,,
1100 Wayne Avenue, Silver Spring, MD,209105642, NOAA Office of Global Programs,687,USCGeocoder,250.0048,1,4.01,,f56740fe-4dc1-461e-bbd5-c1eec37e8306,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2390.354619,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,38.99444681,-77.02800302,Relaxed,TwoThousandTen,72450,8872,13644,91160,0,47900,4004,4,7025,31,24,1,ResidenceStreetAddress,1100,,,WAYNE,AVE,,,,,,Silver Spring,MD,20910,,,,5642,,,,,,1100 Wayne Avenue,,,,,,,,1100,,,WAYNE,AVE,,,,,,Silver Spring,MD,20910,,,,5642,,,,,,,,1100-1198,,,Wayne,Ave,,,,Silver Spring,MD,20910,,,,,,,,,,13,Montgomery,2390.35,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,62068126,,tlid,0,,,,
2501 Earl Rudder Freeway South, COLLEGE STATION, TX,778456023, Lynntech Inc,688,USCGeocoder,171.8783,1,4.01,,0fcf9340-f523-4ee4-8668-8c70335cf9c8,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,217046.6816,ArealInterpolationGeometricCentroid,Parcel,97.63313609,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,30.61578613,-96.28959123,Relaxed,TwoThousandTen,15976,1260,,93635,0,17780,1000,1,20.01,41,48,1,ResidenceStreetAddress,2501,,,EARL RUDDER,FWY,S,,,,,COLLEGE STATION,TX,77845,,,,6023,,,,,,2501 Earl Rudder Freeway South,,,,,,,,2501,,,EARL RUDDER,FWY,S,,,,,COLLEGE STATION,TX,77845,,,,6023,,,,,,,,2501,,,EARL RUDDER,FWY,,,,Brenham,TX,77845,,,,6023,,,,,,,,217046.68,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,626579,,UniqueId,0,,,,
Bldg. 43 Fort Mason, San Francisco, CA,941231322, Mark Miles Consulting Inc.,689,USCGeocoder,343.7566,1,4.01,,d94d31e6-62fb-4024-85a8-84a3d3581838,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,2866136.822,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,37.8007863,-122.438602,Exact,TwoThousandTen,67000,7362,41884,92790,0,41860,1010,1,126.01,75,6,4,ResidenceZIP,,,,FORT MASON,,,BLDG,43,,,San Francisco,CA,94123,,,,1322,,,,,,Bldg. 43 Fort Mason,,,,,,,,,,,FORT MASON,,,BLDG,43,,,San Francisco,CA,94123,,,,1322,,,,,,,,,,,,,,,,,CA,94123,,,,,,,,,,,,2866136.82,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,94123,,zcta5ce10,0,,,,
300 NE 2nd Avenue, Miami, FL,331322204, Miami-Dade Community College - Wolfson Campus,690,USCGeocoder,500.0096,1,4.01,,bc73017a-8058-4c3c-9c0f-afc802771c31,2,Parcel,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13129.83443,ArealInterpolationGeometricCentroid,Parcel,100,FeatureClassBased,FlipACoin,,ExactParcelCentroidPoint,,,1,25.77758972,-80.19122527,Exact,TwoThousandTen,45000,4992,33124,92158,0,33100,1006,1,37.07,86,12,1,ResidenceStreetAddress,300,,NE,2ND,AVE,,,,,,Miami,FL,33132,,,,2204,,,,,,300 NE 2nd Avenue,,,,,,,,300,,NE,2ND,AVE,,,,,,Miami,FL,33132,,,,2204,,,,,,,,300,,NE,2nd,Ave,,,,Miami,FL,33132,,,,2204,,,,,,,,13129.83,Meters,,SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS,2012,1923154,,UniqueId,0,,,,
A-285 ASB, Provo, UT,846021231, Brigham Young University,691,USCGeocoder,359.3819,1,4.01,,0fcd665a-3988-4ee6-9c35-4ef79a0918b7,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Kilometers,ArealInterpolation,114.507,ArealInterpolationGeometricCentroid,City,100,FeatureClassBased,FlipACoin,,CityCentroid,,,1,40.24576038,-111.645724,Exact,TwoThousandTen,62470,6520,,92709,0,39340,4000,4,18.01,49,49,9,Missing,,A,,285 ASB,,,,,,,Provo,UT,84602,,,,1231,,,,,,A-285 ASB,,,,,,,,,A,,285 ASB,,,,,,,Provo,UT,84602,,,,1231,,,,,,,,,,,,,,,,Provo,UT,,,,,,,,,,,,,114507473,Meters,,SOURCE_CENSUS_2010_PLACES,2010,62470,,placeFp10,0,,,,
1111 Main Street, Wayne, NE,687871172, Wayne State College,692,USCGeocoder,328.1313,1,4.01,,01aa53ec-eaf5-477e-95b6-d6872983176d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2486.476214,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.24018808,-97.01772923,Relaxed,TwoThousandTen,51840,,,91490,,,6005,6,9787,179,31,1,ResidenceStreetAddress,1111,,,MAIN,ST,,,,,,Wayne,NE,68787,,,,1172,,,,,,1111 Main Street,,,,,,,,1111,,,MAIN,ST,,,,,,Wayne,NE,68787,,,,1172,,,,,,,,1101-1199,,,Main,St,,,,Wayne,NE,68787,,,,,,,,,,Hunter,Wayne,2486.48,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,163736129,,tlid,0,,,,
1189 Beall Avenue, Wooster, OH,446912363, College of Wooster,693,USCGeocoder,546.8855,1,4.01,,d1759593-4e40-4b0d-b8bf-e989ac436438,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,922.3745829,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,40.81110485,-81.9342521,Relaxed,TwoThousandTen,86548,,,86548,1,49300,1002,1,9800,169,39,1,ResidenceStreetAddress,1189,,,BEALL,AVE,,,,,,Wooster,OH,44691,,,,2363,,,,,,1189 Beall Avenue,,,,,,,,1189,,,BEALL,AVE,,,,,,Wooster,OH,44691,,,,2363,,,,,,,,1189-1207,,,Beall,Ave,,,,Wooster,OH,44691,,,,,,,,,,Wooster,Wayne,922.37,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,58749946,,tlid,0,,,,
NULL ADDRESS, Phoenix, AZ,850083464, Wilson Maxwell C,694,USCGeocoder,312.506,1,4.01,,e96a3938-b535-42df-aea6-c146d8fae154,6,AddressZIPPlus4Centroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3413.802351,LinearInterpolationMidPoint,USPSZipPlus4,100,FeatureClassBased,FlipACoin,,USPSZipPlus4LineCentroid,,,1,33.45101716,-111.9637665,Exact,TwoThousandTen,,2620,,92601,0,38060,1030,1,1112.04,13,4,2,ResidenceZIPPlus4,,,,,,,,,,,,,85008,,,,3464,,,,,,,,,,,,,,,,,NULL ADDRESS,,,,,,,Phoenix,AZ,85008,,,,3464,,,,,,,,,,,,,,,,,AZ,85008,,,,3464,,,,,,,,3413.8,Meters,,SOURCE_USPS_ZIP4TIGERLINES,2007,128603019,,tlid,0,,,,
1608 Fourth Street, Berkeley, CA,947101749, Sensys Networks Inc.,695,USCGeocoder,468.759,1,4.01,,979db7e4-eed5-410f-92e7-abdf979ecade,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,4328.831474,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,37.87347836,-122.3018783,Relaxed;Soundex,TwoThousandTen,6000,7362,36084,90200,0,41860,2062,2,4220,1,6,1,ResidenceStreetAddress,1608,,,FOURTH,ST,,,,,,Berkeley,CA,94710,,,,1749,,,,,,1608 Fourth Street,,,,,,,,1608,,,FOURTH,ST,,,,,,Berkeley,CA,94710,,,,1749,,,,,,,,1600-1698,,,4th,St,,,,Berkeley,CA,94710,,,,,,,,,,Berkeley,Alameda,4328.83,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,124992948,,tlid,0,,,,
NULL ADDRESS, Stanford, CA,943055345, Robles Estuardo,696,USCGeocoder,15.6253,1,4.01,,94361879-4db3-479b-b7d3-fde756203d94,9,AddressZIPCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,13398002.14,ArealInterpolationGeometricCentroid,ZCTA,100,FeatureClassBased,FlipACoin,,ZCTACentroid,,,1,37.41717955,-122.1709734,Exact,TwoThousandTen,73906,7362,,92830,0,41940,5028,5,5115,85,6,4,ResidenceZIP,,,,NULL ADDRESS,,,,,,,Stanford,CA,94305,,,,5345,,,,,,NULL ADDRESS,,,,,,,,,,,NULL ADDRESS,,,,,,,Stanford,CA,94305,,,,5345,,,,,,,,,,,,,,,,,CA,94305,,,,,,,,,,,,13398002.14,Meters,,SOURCE_CENSUS_2010_ZCTAS,2010,94305,,zcta5ce10,0,,,,
PO Box 21790, San Juan, PR,9311790, University of Puerto Rico-Rio Piedras,697,USCGeocoder,187.5036,1,4.01,,70d050dd-1f56-47de-ae0f-2d20ec0d4d00,98,Unknown,Success,LOCATION_TYPE_POST_OFFICE_BOX,Kilometers,ArealInterpolation,13791.279,ArealInterpolationGeometricCentroid,State,100,FeatureClassBased,FlipACoin,,StateCentroid,,,1,18.20228805,-66.57798342,Exact,TwoThousandTen,,,,,,,,,,,,9,Missing,,,,,,,,,,,San Juan,PR,931,,,,1790,,,,,,PO Box 21790,,,,,,,,,,,,,,,,,,San Juan,PR,931,,,,1790,,,,,,,,,,,,,,,,,Puerto Rico,,,,,,,,,,,,,13791.28,Kilometers,,SOURCE_CENSUS_2010_STATES,2010,72,,stateFp10,0,,,,
29524 UNION CITY BLVD, UNION CITY, CA,945871245, KUMETRIX INC,698,USCGeocoder,343.7566,1,4.01,,030d7c48-8fc8-4723-beb1-54f0802c91ac,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,8424.140644,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,37.60721665,-122.0826207,Relaxed,TwoThousandTen,81204,7362,36084,91070,0,41860,1009,1,4403.33,1,6,1,ResidenceStreetAddress,29524,,,UNION CITY,BLVD,,,,,,UNION CITY,CA,94587,,,,1245,,,,,,29524 UNION CITY BLVD,,,,,,,,29524,,,UNION CITY,BLVD,,,,,,UNION CITY,CA,94587,,,,1245,,,,,,,,29300-29776,,,Union City,Blvd,,,,Union City,CA,94587,,,,,,,,,,Fremont,Alameda,8424.14,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,617285030,,tlid,0,,,,
600 Suffolk Street, Lowell, MA,18543643, University of Massachusetts Lowell,699,USCGeocoder,406.2578,1,4.01,,bda4c74e-a91d-44a2-98e9-8842f7ef9c1d,3,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3469.237395,LinearInterpolationAddressRange,StreetSegment,99.40828402,FeatureClassBased,FlipACoin,,AddressRangeInterpolation,,,1,42.64929451,-71.31585004,Relaxed,TwoThousandTen,37000,1122,15764,37000,0,14460,2009,2,3883,17,25,1,ResidenceStreetAddress,600,,,SUFFOLK,ST,,,,,,Lowell,MA,1854,,,,3643,,,,,,600 Suffolk Street,,,,,,,,600,,,SUFFOLK,ST,,,,,,Lowell,MA,1854,,,,3643,,,,,,,,588-682,,,Suffolk,St,,,,Lowell,MA,1854,,,,,,,,,,Lowell,Middlesex,3469.24,Meters,,SOURCE_CENSUS_TIGERLINES_2010,2010,87109558,,tlid,0,,,,
